"CONTEXT","INFERENCE","LABEL","CONTEXT_FROM","INFERENCE_FROM"
"A bunch of kids in a classroom not doing any work .","The work is a product .","2","snli","joci"
"Small girls sit in benches a circle in a clapboard room- a slightly older girl wearing a white turtleneck sits on the carpet in front of them.","A group of friends are sitting down gossipping.","3","snli","snli"
"People can be seen walking down a quaint city street, past colorful buildings and cafe customers sitting under parasols, with no cars in sight.","There are many cars.","1","snli","snli"
"My husband was in a bad accident in college","He hit some black ice and rolled his truck.","4","roc","roc"
"A dog rests on a loveseat, while a man lies on a nearby sofa.","the man is watching a movie","3","snli","snli"
"Kelly was warned of wind speeds today before she went to school","However she decided not to listen.","3","roc","roc"
"Several fawns are jumping over a fence out in open land .","The fawns are deer .","5","snli","joci"
"Two black little boys hanging over an upside down bicycle , one examining the pedal .","The upside is a side .","4","snli","joci"
"A young child making faces at the camera.","An old woman is looking at a camera.","2","snli","snli"
"The air conditioner in the house broke.","I brought out blankets.","2","copa","copa"
"A man mourning aside a tombstone.","a man breaks a tombstone","2","snli","snli"
"Lisa was having her first ice skating competition today","She was nervous but she also felt very prepared.","4","roc","roc"
"A young man is lifting weights at the gym while a young woman is walking the treadmill in the background .","The gym is an athletic facility .","5","snli","joci"
"Keith hated washing dishes at his house","He decided to buy a washing machine.","4","roc","roc"
"Under sunny skies , a worker helps in the framing of new building .","The framing is a framework .","5","snli","joci"
"Two female tennis players showing great sportsmanship at a tennis match.","Competing players put aside their differences in a close tennis game.","4","snli","snli"
"He is loving the quietness of his music .","The quietness are calmness .","5","snli","joci"
"A woman walking down the street is carrying a knight in shining armor.","a woman is walking .","5","snli","seq2seq"
"A man putting spackle on the wall .","The spackle dries .","5","snli","joci"
"Two competitors in the last leg of a race , strong legs , long strides to the end .","The strides are an advancement .","4","snli","joci"
"Brown-haired woman turning head fast making hair whip around.","Brown-haired woman tuning her head and some hair goes around.","5","snli","snli"
"When Mitt was ten he wanted to be a pro wrestler","He would practice on his little brother in the living room.","3","roc","roc"
"John sat in the audience of the awards show","The announcer listed all the nominees in the category.","5","roc","roc"
"A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he's picking up.","A child is stomping on Easter eggs.","2","snli","snli"
"This is a small stamp with blue skies and white lines with green bushes .","The stamp is a machine .","3","snli","joci"
"Female street entertainer with horns doing a curtsey.","The woman is inside taking a bath.","1","snli","snli"
"A crowd gathers and watches a bonfire .","The bonfire is a fire .","5","snli","joci"
"The gal in the yellow hard hat is rock climbing up the steep rock.","the climber is wearing a hat .","5","snli","seq2seq"
"My niece 's boyfriend got out on parole","She told him he could not get drunk.","3","roc","roc"
"four men are looking at a motor on the back of a wooden boat.","The ladies were getting their hair done.","1","snli","snli"
"Ian wanted to become a male model","The model is a representation .","2","roc","joci"
"A street vendor in a red shirt and white hat selling Italian Ices from his cart .","The vendor is a merchant .","5","snli","joci"
"A group of children dressed for halloween stand in line with the exception of one girl .","The exception is an omission .","3","snli","joci"
"Young boy getting into a box of trivial pursuit.","Fat boy getting into a box of trivial pursuit.","3","snli","snli"
"Celebrating St. Patrick's Day at 2:10 pm& an police officer is going inside a room.","A police officer responds to a call for assistance.","3","snli","snli"
"Stew loves libertarian candidates","The candidates lose .","3","roc","joci"
"A woman walks hand-in-hand with a little boy who looks like he's pulling out a wedgie","A woman walks hand-in-hand with her young son.","4","snli","snli"
"I turned on the TV to listen to the most recent debate","I was confused as to what candidate was actually winning","3","roc","roc"
"Last Monday I handed in my resignation papers","The papers are a material .","5","roc","joci"
"Marge started spring cleaning in her son 's boyhood room","She found a dusty box with baseball cards inside.","3","roc","roc"
"Two dogs are swimming through deep water within close proximity to one another .","The proximity is a vicinity .","5","snli","joci"
"Greg was approaching his first day as a college professor","He was nervous and hoped to have a great class.","5","roc","roc"
"A martial arts expert kicking an opponent .","A person serves as the expert .","5","snli","joci"
"The kids at school were discussing allowances","Jeff was ashamed because he got less than anyone else.","3","roc","roc"
"Groups of young adults relax using various methods on a Greenspace .","The methods are terrific .","3","snli","joci"
"Young girl working on homework at fast food restaurant.","A girl sits at the bus stop.","1","snli","snli"
"A father and his son cutting a cake during a dinner party held at their residence in texas .","The residence hosts a collection .","3","snli","joci"
"A woman in a white hijab digs into the ground .","The hijab is a headscarf .","5","snli","joci"
"The boy put his feet up on the table.","His father sat down at the table.","3","copa","copa"
"A young boy is taking American flags to place them where they will remind others of the sacrifices made by veterans .","The sacrifices are a putout .","2","snli","joci"
"People are wearing hospital mask and having mob in their hands .","The mob is a crowd .","5","snli","joci"
"a formal dressed man on the outside of a building .","The formal is a formalwear .","5","snli","joci"
"The girl applied the scissors to the paper.","The paper crinkled.","3","copa","copa"
"Will wanted to go down to the nearby cemetery","The cemetery contains graves .","5","roc","joci"
"A group of boys exploring the seaside.","A group of boys play on a mountainside.","1","snli","snli"
"A man performs bike tricks by a mural .","A person works on the mural .","3","snli","joci"
"A woman in jeans and a sweater is packing a rubber tote.","A group of dogs are playing cards at a table.","1","snli","snli"
"Carla was playing handball at recess","The handball is a ball .","5","roc","joci"
