"CONTEXT","INFERENCE","LABEL","CONTEXT_FROM","INFERENCE_FROM"
"A black man with gray hair, wearing a tan and white plaid button-down shirt, is steadying a large woven circular basket of bananas atop his head.","A black man is selling bananas","3","snli","snli"
"A young man wearing a purple shirt does the limbo in a gymnasium.","A young man in in the gymnasium.","5","snli","snli"
"A male adolescent or young teenager is wearing camouflaged shorts or long swim trunks and is upside down over a body of water like a lake or reservoir whose cement walls and graveled top appear in the corner.","The man is watching TV in the living room","1","snli","snli"
"Larry loved to fish for lobster","He opened a shack on the beach selling fresh lobster.","4","roc","roc"
"A brown and white dog is leaping over a log in a field while another dog follows behind it .","The log is a wood .","5","snli","joci"
"A woman and man look at a computer screen at an expo.","The people are a couple","3","snli","snli"
"A girl in red short and a white T-shirt underground looking out of a hole.","A person wearing all black looking into a hole.","1","snli","snli"
"Phineas and his son were stuck in the ditch","A vehicle falls into the ditch .","3","roc","joci"
"The scientist looked at his data and sighed","He decided to fake some of the numbers to make it work.","3","roc","roc"
"A woman in a dark green tank top holds a long strand of another woman 's red-colored hair while running a hairbrush through it .","The hairbrush is a brush .","5","snli","joci"
"A man enjoys a distant rainbow sinking over the ocean.","A man watches the rain from the beach","3","snli","snli"
"A man in a crowd is expressing his opinion .","A person appeals the opinion .","3","snli","joci"
"A boy stands overlooking a schoolyard where other children play.","a boy sleeping in the schoolyard","1","snli","snli"
"I taught my dog most of his tricks in one day","Then I taught him to sit up.","3","roc","roc"
"The girl found a bug in her cereal.","She poured milk in the bowl.","2","copa","copa"
"Travis was eating a hamburger","So he decided to throw it away.","2","roc","roc"
"A little boy presses his face a window.","The girl looked through the window.","2","snli","snli"
"four men sit on a stage playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them.","A group of men are playing The Thistle on instruments.","4","snli","snli"
"A girl in a multicolored coat with fur accents in sitting outdoors holding a stick.","A sad girl in a multicolored coat with fur accents in sitting outdoors holding a stick.","3","snli","snli"
"An Asian couple walks in the shopping district.","Two people are holding hands.","3","snli","snli"
"Crowd loving the performance as the band steps forward to take a bow .","The performance is a show .","5","snli","joci"
"A native girl in a green shirt readies a slingshot.","girl with slingshot","5","snli","snli"
"An eagle sits in a bare tree that is just starting to bud.","The tree is dead.","1","snli","snli"
"four men are looking at a motor on the back of a wooden boat.","people are exercising .","2","snli","seq2seq"
"Peter 's favorite activity was playing cards","The cards are a positive identification .","2","roc","joci"
"The criminal aimed the gun at his victim.","The criminal put down the gun.","3","copa","copa"
"Man wearing swim fins hangs from helicopter on hoist line.","He is doing stunts.","3","snli","snli"
"Two girls are at the table by the candlelight.","Two boy throwing food.","2","snli","snli"
"A man in white wearing a Yarmulke is in front of a microphone with several other men in the background .","A person wears the Yarmulke .","5","snli","joci"
"I breathed in the dust in the attic.","I sneezed.","5","copa","copa"
"The baby pulled the mother's hair.","The baby burped.","3","copa","copa"
"Brown-haired woman turning head fast making hair whip around.","Brown-haired woman whips her hair around.","5","snli","snli"
"Sean wanted to play his video games when he got home from school","The home is a housing .","5","roc","joci"
"A crowd of people walk in the middle of a town .","The middle is a part .","3","snli","joci"
"My friend Cate found out her husband was having an affair","The other woman had a lot of Facebook posts up about the affair.","3","roc","roc"
"The boy couldn't fall asleep.","He set his alarm clock.","3","copa","copa"
"A young man leaning against a streetlight as a bus with a statue of Liberty sign drives past .","A person is parked under the streetlight .","3","snli","joci"
"My girlfriend made me go to the theater to watch this romance movie","Halfway through the movie I went to the bathroom.","3","roc","roc"
"A meteorite landed in the ocean.","A tsunami occurred.","2","copa","copa"
"Tina needed custom shoes for an event she was attending","She wanted custom black shoes.","3","roc","roc"
"Man with blue shirt is doing a grind with a skateboard.","bird looks at dog","0","snli","snli"
"Tom walked into his classroom one morning and saw a new tank","Inside of the tank, there was a little turtle.","3","roc","roc"
"I wanted to buy a purple blouse","A jacket is worn over the blouse .","3","roc","joci"
"The child sprinkled fish food into the tank.","The fish swam towards the food.","5","copa","copa"
"A man in a black coat walks past a red spaceship with a parking ticket stuck to its window.","The spaceship of the future is only available in blue.","1","snli","snli"
"A group of theater students are jumping in sequence on stage.","A group of students are on a stage.","5","snli","snli"
"A man with a dark brown shirt is climbing up a rocky elevation .","The elevation is a rise .","5","snli","joci"
"Woman attempting to complete a spare in bowling using a red ball.","The woman is bowling.","5","snli","snli"
"The child kicked the stack of blocks.","The blocks scattered all over the rug.","5","copa","copa"
"Two wrestlers are fighting, the wrestler in blue has the advantage.","Two wrestlers are fighting.","5","snli","snli"
"At an intersection, a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots.","The man is transporting boxes of his belongings.","4","snli","snli"
"A man puts the finishing touches on his graffiti artwork.","A young man is flying a plane","1","snli","snli"
"five Japanese ladies wear red bandanas","five women are in their home bathing","2","snli","snli"
"A woman in a green skirt and pink underskirt leans back as she kneels .","The underskirt is outlandish .","3","snli","joci"
"Sharon needed a new driver 's license in another state","The license is a legal document .","5","roc","joci"
"Jan tried to keep her hoarding a secret","One day, the co-worker came to Jan's door with a cake.","3","roc","roc"
